NA,word,eword
NA,Two,Two
swap_repeat,passengers,psasengers
NA,found,found
NA,dead,dead
NA,on,on
NA,a,a
NA,cruise,cruise
NA,ship,ship
swap_repeat,in,ni
swap_repeat,Puerto,Peurto
swap_repeat,Rico,Rcio
swap_repeat,appear,papear
swap_repeat,to,ot
swap_repeat,have,ahve
NA,died,died
swap_repeat,in,ni
NA,a,a
swap_repeat,murder-suicide,,murder-siucide,
NA,the,the
NA,cruise,cruise
NA,line,line
NA,said.,said.
NA,Holland,Holland
NA,America,America
swap_repeat,Line,Lien
NA,said,said
swap_repeat,two,tow
NA,guests,guests
NA,were,were
swap_repeat,found,foudn
swap_repeat,dead,edad
NA,inside,inside
NA,their,their
NA,stateroom,stateroom
swap_repeat,on,no
swap_repeat,the,hte
swap_repeat,ms,sm
swap_repeat,Ryndam,Ryndma
NA,at,at
NA,11:30,11:30
NA,a.m.,a.m.
NA,Thursday.,Thursday.
swap_repeat,"The,"Teh
NA,cabin,cabin
NA,was,was
swap_repeat,immediately,immedaitely
swap_repeat,secured,,secuerd,
swap_repeat,and,adn
NA,the,the
NA,authorities,authorities
swap_repeat,were,ewre
NA,notified,,notified,
swap_repeat,including,includnig
swap_repeat,the,teh
NA,FBI,",FBI,"
NA,Holland,Holland
swap_repeat,America,Ameirca
swap_repeat,said.,siad.
NA,"We,"We
NA,are,are
swap_repeat,cooperating,cooperaitng
swap_repeat,fully,fulyl
swap_repeat,with,wiht
swap_repeat,the,hte
swap_repeat,investigation,,invetsigation,
NA,and,and
swap_repeat,the,hte
swap_repeat,authorities,authoritise
NA,will,will
NA,make,make
NA,the,the
swap_repeat,official,foficial
swap_repeat,determination,dteermination
swap_repeat,on,no
NA,what,what
swap_repeat,occurred.",cocurred."
NA,FBI,FBI
swap_repeat,spokesman,sopkesman
NA,Moises,Moises
swap_repeat,Quinones,Quionnes
NA,said,said
swap_repeat,authorities,uathorities
NA,were,were
swap_repeat,on,no
swap_repeat,scene,secne
NA,investigating.,investigating.
swap_repeat,The,Teh
NA,ship,ship
swap_repeat,left,elft
NA,Tampa,,Tampa,
swap_repeat,Florida,,Floirda,
NA,on,on
swap_repeat,March,Mrach
NA,29,29
swap_repeat,on,no
NA,a,a
NA,14-day,14-day
swap_repeat,Southern,Sotuhern
NA,Caribbean,Caribbean
swap_repeat,cruise.,crusie.
NA,It's,It's
swap_repeat,currently,currnetly
swap_repeat,in,ni
NA,San,San
swap_repeat,Juan,,Jaun,
NA,Puerto,Puerto
swap_repeat,Rico.,Rioc.
NA,Puerto,Puerto
swap_repeat,Rico,Rcio
swap_repeat,Port,Prot
NA,Authority,Authority
swap_repeat,spokesman,spkoesman
swap_repeat,Efrain,Efarin
swap_repeat,Santiago,Santaigo
NA,told,told
NA,El,El
swap_repeat,Nuevo,Nueov
swap_repeat,Dia,Dai
swap_repeat,newspaper,newspapre
swap_repeat,that,taht
swap_repeat,the,hte
swap_repeat,cleaning,celaning
NA,staff,staff
swap_repeat,on,no
NA,the,the
swap_repeat,ship,hsip
NA,had,had
swap_repeat,discovered,dicsovered
NA,the,the
swap_repeat,deceased,decaesed
swap_repeat,passengers,passengres
swap_repeat,after,aftre
swap_repeat,knocking,nkocking
NA,on,on
NA,the,the
NA,cabin's,cabin's
NA,door.,door.
swap_repeat,Sabra,Sarba
NA,Dipping,Dipping
NA,Co.,Co.
swap_repeat,is,si
swap_repeat,recalling,recallign
NA,30,000,30,000
swap_repeat,cases,caess
swap_repeat,of,fo
swap_repeat,hummus,humums
swap_repeat,due,ude
swap_repeat,to,ot
NA,possible,possible
swap_repeat,contamination,ocntamination
NA,with,with
swap_repeat,Listeria,,Litseria,
swap_repeat,the,teh
NA,U.S.,U.S.
NA,Food,Food
NA,and,and
swap_repeat,Drug,Durg
NA,Administration,Administration
NA,said,said
swap_repeat,Wednesday.,Wednesdya.
swap_repeat,The,Teh
NA,nationwide,nationwide
swap_repeat,recall,ercall
NA,is,is
NA,voluntary.,voluntary.
NA,So,So
swap_repeat,far,,afr,
NA,no,no
NA,illnesses,illnesses
NA,caused,caused
swap_repeat,by,yb
swap_repeat,the,teh
swap_repeat,hummus,hummsu
swap_repeat,have,hvae
NA,been,been
NA,reported.,reported.
swap_repeat,The,Teh
swap_repeat,potential,ptoential
NA,for,for
swap_repeat,contamination,contaminatino
swap_repeat,was,wsa
NA,discovered,discovered
swap_repeat,when,wehn
NA,a,a
swap_repeat,routine,,rouitne,
swap_repeat,random,arndom
swap_repeat,sample,sapmle
NA,collected,collected
NA,at,at
NA,a,a
swap_repeat,Michigan,Mihcigan
